 4_0
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
        23           51              3       -1979.290563    -1.938065
        23           52              3       -1979.290564    -1.938065
        23           53              3       -1979.290565    -1.938065
        23           54              3       -1979.290566    -1.938065
        23           55              3       -1979.290567    -1.938065
        23           56              3       -1979.290568    -1.938065
        23           57              3       -1979.290569    -1.938065
        23           58              3       -1979.290570    -1.938065
        23           59              3       -1979.290571    -1.938065
        23           60              3       -1979.290571    -1.938065
        23           61              3       -1979.290572    -1.938065
        23           62              3       -1979.290573    -1.938065
        23           63              3       -1979.290574    -1.938065
        23           64              3       -1979.290574    -1.938065
        23           65              3       -1979.290575    -1.938065
        23           66              3       -1979.290575    -1.938065
        23           67              3       -1979.290576    -1.938065
        23           68              3       -1979.290576    -1.938065
        23           69              3       -1979.290577    -1.938065
        23           70              3       -1979.290577    -1.938065
        23           71              3       -1979.290578    -1.938065
        23           72              3       -1979.290578    -1.938065
        23           73              3       -1979.290579    -1.938065
        23           74              3       -1979.290579    -1.938065
        23           75              3       -1979.290579    -1.938065
        23           76              3       -1979.290580    -1.938065
        23           77              3       -1979.290580    -1.938065
        23           78              3       -1979.290581    -1.938065
        23           79              3       -1979.290581    -1.938065
        23           80              3       -1979.290581    -1.938065
        23           81              3       -1979.290581    -1.938065
        23           82              3       -1979.290582    -1.938065
        23           83              3       -1979.290582    -1.938065
        23           84              3       -1979.290582    -1.938065
        23           85              3       -1979.290582    -1.938065
        23           86              3       -1979.290583    -1.938065
        23           87              3       -1979.290583    -1.938065
        23           88              3       -1979.290583    -1.938065
        23           89              3       -1979.290583    -1.938065
        23           90              3       -1979.290584    -1.938065
        23           91              3       -1979.290584    -1.938065
        23           92              3       -1979.290584    -1.938065
        23           93              3       -1979.290584    -1.938065
        23           94              3       -1979.290584    -1.938065
        23           95              3       -1979.290584    -1.938065
        23           96              3       -1979.290585    -1.938065
        23           97              3       -1979.290585    -1.938065
        23           98              3       -1979.290585    -1.938065
        23           99              3       -1979.290585    -1.938065
        23          100              3       -1979.290585    -1.938065
        23          101              3       -1979.290585    -1.938065
        23          102              3       -1979.290585    -1.938065
        23          103              3       -1979.290585    -1.938065
        23          104              3       -1979.290585    -1.938065
        23          105              3       -1979.290586    -1.938065
        23          106              3       -1979.290586    -1.938065
        23          107              3       -1979.290586    -1.938065
        23          108              3       -1979.290586    -1.938065
        23          109              3       -1979.290586    -1.938065
        23          110              3       -1979.290586    -1.938065
        23          111              3       -1979.290586    -1.938065
        23          112              3       -1979.290586    -1.938065
        23          113              3       -1979.290586    -1.938065
        23          114              3       -1979.290586    -1.938065
        23          115              3       -1979.290586    -1.938065
-----------------------------------------------------------------------
 State of the saddle   Barrier energy   Reaction energy   Elapsed time
-----------------------------------------------------------------------
           Connected         0.153132          0.136361      41.776521
-----------------------------------------------------------------------
 1_1
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
-----------------------------------------------------------------------
         0            0              0       -1979.443718   ----------
         1            0             14       -1979.407986     1.128168
         1            1             14       -1979.418383     1.128168
         2            0              3       -1979.328961     1.199359
         2            1              3       -1979.331754     1.199359
         3            0              3       -1979.162510     1.289259
         3            1              3       -1979.174129     1.289259
         4            0             11       -1978.925763     1.188896
         4            1             11       -1978.945872     1.188896
         5            0              8       -1978.607837     1.123295
         5            1              8       -1978.690033     1.123295
         6            0              3       -1978.277442     1.068806
         6            1              3       -1978.350235     1.068806
         7            0              3       -1977.849281     1.113867
         7            1              3       -1977.905113     1.113867
         8            0             17       -1977.287865     0.763061
         8            1             17       -1977.324527     0.763061
         9            0              3       -1976.594865     0.865526
         9            1              3       -1976.606035     0.865526
        10            0             10       -1976.590756    -0.293932
        11            0              9       -1976.539936    -0.370754
        12            0              6       -1976.464384    -1.022339
        13            0              4       -1976.376149    -1.699286
        13            1              4       -1977.153491    -1.699286
        13            2              4       -1977.733146    -1.699286
        13            3              4       -1978.163464    -1.699286
        13            4              4       -1978.480183    -1.699286
        13            5              4       -1978.710929    -1.699286
        13            6              4       -1978.877058    -1.699286
        13            7              4       -1978.993459    -1.699286
        14            0              7       -1978.912613    -1.008119
        14            1              7       -1978.999428    -1.008119
        14            2              7       -1979.039323    -1.008119
        14            3              7       -1979.084003    -1.008119
        15            0              3       -1979.017396    -1.430887
        16            0              3       -1978.964394    -1.380778
        17            0              3       -1978.922378    -1.086368
        18            0              5       -1978.889760    -0.765049
        18            1              5       -1978.904805    -0.765049
        18            2              5       -1978.920400    -0.765049
        18            3              5       -1978.932019    -0.765049
        18            4              5       -1978.940573    -0.765049
        18            5              5       -1978.945015    -0.765049
        18            6              5       -1978.947959    -0.765049
        19            0              3       -1978.923999    -0.616784
        19            1              3       -1978.925497    -0.616784
        20            0              6       -1978.906841    -0.409899
        21            0              7       -1978.890405    -0.125935
        21            1              7       -1978.895885    -0.125935
        21            2              7       -1978.899467    -0.125935
        21            3              7       -1978.901285    -0.125935
        21            4              7       -1978.902464    -0.125935
        22            0              9       -1978.863746     0.072547
        22            1              9       -1978.873543     0.072547
        23            0              3       -1978.781961     0.167684
        23            1              3       -1978.801969     0.167684
        24            0              4       -1978.667245     0.212232
        24            1              4       -1978.698041     0.212232
        25            0              8       -1978.529560     0.168253
        25            1              8       -1978.561862     0.168253
        26            0              6       -1978.356274     0.239605
        26            1              6       -1978.375733     0.239605
        27            0             10       -1978.363100    -0.072657
        27            1             10       -1978.483336    -0.072657
        28            0             10       -1978.298345     0.497019
        28            1             10       -1978.318516     0.497019
        29            0              9       -1978.039827     0.272171
        29            1              9       -1978.066923     0.272171
        30            0              6       -1977.726811     0.376576
        30            1              6       -1977.790869     0.376576
        31            0             12       -1977.406643     0.063412
        31            1             12       -1977.449247     0.063412
        32            0              9       -1976.993058     0.316005
        32            1              9       -1977.096510     0.316005
        33            0             13       -1977.054961    -0.105640
        33            1             13       -1977.338323    -0.105640
        34            0             11       -1976.953999     0.543618
        34            1             11       -1976.988092     0.543618
        35            0             10       -1976.907504    -0.778632
        35            1             10       -1977.202275    -0.778632
        35            2             10       -1977.428112    -0.778632
        36            0              7       -1977.339567    -0.994397
        36            1              7       -1977.537383    -0.994397
        36            2              7       -1977.695425    -0.994397
        37            0              4       -1977.627141    -2.273815
        37            1              4       -1977.768973    -2.273815
        37            2              4       -1977.886043    -2.273815
        38            0              3       -1977.847161    -2.828824
        38            1              3       -1977.979355    -2.828824
        38            2              3       -1978.074562    -2.828824
        38            3              3       -1978.128818    -2.828824
        38            4              3       -1978.151901    -2.828824
        38            5              3       -1978.236954    -2.828824
        38            6              3       -1978.250754    -2.828824
        38            7              3       -1978.283920    -2.828824
        38            8              3       -1978.347371    -2.828824
        38            9              3       -1978.365539    -2.828824
        38           10              3       -1978.424539    -2.828824
        38           11              3       -1978.439076    -2.828824
        38           12              3       -1978.500147    -2.828824
        38           13              3       -1978.560439    -2.828824
        38           14              3       -1978.585925    -2.828824
        38           15              3       -1978.631435    -2.828824
        38           16              3       -1978.637455    -2.828824
        38           17              3       -1978.653152    -2.828824
        38           18              3       -1978.660506    -2.828824
        38           19              3       -1978.663718    -2.828824
        38           20              3       -1978.665959    -2.828824
        38           21              3       -1978.667428    -2.828824
        38           22              3       -1978.668608    -2.828824
        38           23              3       -1978.669590    -2.828824
        38           24              3       -1978.670440    -2.828824
        38           25              3       -1978.671172    -2.828824
        38           26              3       -1978.671817    -2.828824
        38           27              3       -1978.672388    -2.828824
        38           28              3       -1978.672895    -2.828824
        38           29              3       -1978.673353    -2.828824
        38           30              3       -1978.673762    -2.828824
        38           31              3       -1978.674136    -2.828824
        38           32              3       -1978.674472    -2.828824
        38           33              3       -1978.674783    -2.828824
        38           34              3       -1978.675063    -2.828824
        38           35              3       -1978.675323    -2.828824
        38           36              3       -1978.675559    -2.828824
        38           37              3       -1978.675780    -2.828824
        38           38              3       -1978.675980    -2.828824
        38           39              3       -1978.676167    -2.828824
        38           40              3       -1978.676334    -2.828824
        38           41              3       -1978.676491    -2.828824
        38           42              3       -1978.676633    -2.828824
        38           43              3       -1978.676767    -2.828824
        39            0              6       -1978.675707    -1.639190
        39            1              6       -1978.675811    -1.639190
        39            2              6       -1978.675917    -1.639190
        39            3              6       -1978.676012    -1.639190
        39            4              6       -1978.676101    -1.639190
        39            5              6       -1978.676181    -1.639190
        39            6              6       -1978.676257    -1.639190
        39            7              6       -1978.676325    -1.639190
        39            8              6       -1978.676389    -1.639190
        39            9              6       -1978.676447    -1.639190
        39           10              6       -1978.676503    -1.639190
        39           11              6       -1978.676553    -1.639190
        39           12              6       -1978.676601    -1.639190
        39           13              6       -1978.676645    -1.639190
        39           14              6       -1978.676686    -1.639190
        39           15              6       -1978.676724    -1.639190
        39           16              6       -1978.676761    -1.639190
        39           17              6       -1978.676794    -1.639190
        39           18              6       -1978.676826    -1.639190
        39           19              6       -1978.676856    -1.639190
        39           20              6       -1978.676884    -1.639190
        39           21              6       -1978.676910    -1.639190
        39           22              6       -1978.676935    -1.639190
        39           23              6       -1978.676958    -1.639190
        39           24              6       -1978.676980    -1.639190
        39           25              6       -1978.677001    -1.639190
        39           26              6       -1978.677021    -1.639190
        39           27              6       -1978.677040    -1.639190
        39           28              6       -1978.677057    -1.639190
        39           29              6       -1978.677074    -1.639190
        39           30              6       -1978.677090    -1.639190
        39           31              6       -1978.677106    -1.639190
        39           32              6       -1978.677120    -1.639190
        39           33              6       -1978.677136    -1.639190
        39           34              6       -1978.677149    -1.639190
        39           35              6       -1978.677165    -1.639190
        39           36              6       -1978.677176    -1.639190
        39           37              6       -1978.677193    -1.639190
        39           38              6       -1978.677193    -1.639190
        40            0              3       -1978.677217   -29.059702
        40            1              3       -1978.688793   -29.059702
        40            2              3       -1978.693831   -29.059702
        40            3              3       -1978.696657   -29.059702
        40            4              3       -1978.698384   -29.059702
        40            5              3       -1978.699547   -29.059702
        40            6              3       -1978.700374   -29.059702
        40            7              3       -1978.701011   -29.059702
        40            8              3       -1978.701504   -29.059702
        40            9              3       -1978.701902   -29.059702
        40           10              3       -1978.702223   -29.059702
        40           11              3       -1978.702499   -29.059702
        40           12              3       -1978.702735   -29.059702
        40           13              3       -1978.702948   -29.059702
        41            0              6       -1978.700851    -1.651755
        41            1              6       -1978.700988    -1.651755
        41            2              6       -1978.701093    -1.651755
        41            3              6       -1978.701181    -1.651755
        41            4              6       -1978.701261    -1.651755
        41            5              6       -1978.701334    -1.651755
        41            6              6       -1978.701401    -1.651755
        41            7              6       -1978.701463    -1.651755
        41            8              6       -1978.701521    -1.651755
        41            9              6       -1978.701574    -1.651755
        41           10              6       -1978.701625    -1.651755
        41           11              6       -1978.701672    -1.651755
        41           12              6       -1978.701717    -1.651755
        41           13              6       -1978.701759    -1.651755
        41           14              6       -1978.701799    -1.651755
        41           15              6       -1978.701837    -1.651755
        41           16              6       -1978.701873    -1.651755
        41           17              6       -1978.701906    -1.651755
        41           18              6       -1978.701939    -1.651755
        41           19              6       -1978.701969    -1.651755
        41           20              6       -1978.701998    -1.651755
        41           21              6       -1978.702026    -1.651755
        41           22              6       -1978.702053    -1.651755
        41           23              6       -1978.702079    -1.651755
        41           24              6       -1978.702103    -1.651755
        41           25              6       -1978.702127    -1.651755
        41           26              6       -1978.702150    -1.651755
        41           27              6       -1978.702172    -1.651755
        41           28              6       -1978.702193    -1.651755
        41           29              6       -1978.702214    -1.651755
        41           30              6       -1978.702234    -1.651755
        41           31              6       -1978.702255    -1.651755
        41           32              6       -1978.702274    -1.651755
        41           33              6       -1978.702294    -1.651755
        41           34              6       -1978.702313    -1.651755
        41           35              6       -1978.702335    -1.651755
        41           36              6       -1978.702353    -1.651755
        41           37              6       -1978.702380    -1.651755
        41           38              6       -1978.702398    -1.651755
-----------------------------------------------------------------------
 State of the saddle   Barrier energy   Reaction energy   Elapsed time
-----------------------------------------------------------------------
        Disconnected         0.741320   ---------------      40.510486
-----------------------------------------------------------------------
 2_2
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
-----------------------------------------------------------------------
         0            0              0       -1979.443718   ----------
         1            0             18       -1979.410493     0.918582
         1            1             18       -1979.420127     0.918582
         2            0              3       -1979.339701     0.909216
         2            1              3       -1979.341510     0.909216
         3            0              7       -1979.194471     0.815796
         3            1              7       -1979.199172     0.815796
         4            0              3       -1978.988271     0.794239
         4            1              3       -1978.993241     0.794239
         5            0              9       -1978.711417     0.617221
         5            1              9       -1978.763035     0.617221
         6            0             13       -1978.431943     0.498602
         6            1             13       -1978.529266     0.498602
         7            0             12       -1978.144108     0.418220
         7            1             12       -1978.218656     0.418220
         8            0             13       -1977.775937     0.332871
         8            1             13       -1977.796439     0.332871
         9            0              9       -1977.275635     0.196732
         9            1              9       -1977.292097     0.196732
        10            0             15       -1977.264138    -0.013773
        11            0              6       -1977.225459    -0.267905
        12            0              6       -1977.176388    -0.670258
        13            0              6       -1977.123375    -1.268044
        13            1              6       -1977.683765    -1.268044
        13            2              6       -1978.108420    -1.268044
        13            3              6       -1978.430746    -1.268044
        13            4              6       -1978.674354    -1.268044
        13            5              6       -1978.855185    -1.268044
        13            6              6       -1978.987377    -1.268044
        13            7              6       -1979.084887    -1.268044
        13            8              6       -1979.155560    -1.268044
        13            9              6       -1979.205039    -1.268044
        14            0              8       -1979.159811    -0.162120
        14            1              8       -1979.192403    -0.162120
        14            2              8       -1979.204811    -0.162120
        15            0              5       -1979.166376    -0.700840
        15            1              5       -1979.171952    -0.700840
        16            0              4       -1979.149523    -1.724704
        16            1              4       -1979.153764    -1.724704
        16            2              4       -1979.158548    -1.724704
        16            3              4       -1979.162159    -1.724704
        16            4              4       -1979.164689    -1.724704
        16            5              4       -1979.166526    -1.724704
        16            6              4       -1979.168009    -1.724704
        16            7              4       -1979.169203    -1.724704
        16            8              4       -1979.170206    -1.724704
        16            9              4       -1979.171058    -1.724704
        16           10              4       -1979.171803    -1.724704
        16           11              4       -1979.172458    -1.724704
        17            0              3       -1979.165610    -1.517186
        17            1              3       -1979.166156    -1.517186
        17            2              3       -1979.166808    -1.517186
        17            3              3       -1979.167443    -1.517186
        17            4              3       -1979.168003    -1.517186
        17            5              3       -1979.168535    -1.517186
        17            6              3       -1979.169013    -1.517186
        17            7              3       -1979.169470    -1.517186
        17            8              3       -1979.169889    -1.517186
        17            9              3       -1979.170293    -1.517186
        17           10              3       -1979.170669    -1.517186
        17           11              3       -1979.171032    -1.517186
        17           12              3       -1979.171375    -1.517186
        17           13              3       -1979.171708    -1.517186
        17           14              3       -1979.172025    -1.517186
        17           15              3       -1979.172333    -1.517186
        17           16              3       -1979.172628    -1.517186
        17           17              3       -1979.172916    -1.517186
        17           18              3       -1979.173193    -1.517186
        17           19              3       -1979.173464    -1.517186
        17           20              3       -1979.173725    -1.517186
        17           21              3       -1979.173981    -1.517186
        17           22              3       -1979.174229    -1.517186
        17           23              3       -1979.174472    -1.517186
        17           24              3       -1979.174709    -1.517186
        17           25              3       -1979.174940    -1.517186
        17           26              3       -1979.175166    -1.517186
        17           27              3       -1979.175387    -1.517186
        17           28              3       -1979.175604    -1.517186
        17           29              3       -1979.175816    -1.517186
        17           30              3       -1979.176024    -1.517186
        17           31              3       -1979.176228    -1.517186
        17           32              3       -1979.176428    -1.517186
        17           33              3       -1979.176624    -1.517186
        17           34              3       -1979.176817    -1.517186
        17           35              3       -1979.177006    -1.517186
        17           36              3       -1979.177192    -1.517186
        17           37              3       -1979.177375    -1.517186
        17           38              3       -1979.177555    -1.517186
        17           39              3       -1979.177732    -1.517186
        17           40              3       -1979.177906    -1.517186
        17           41              3       -1979.178077    -1.517186
        17           42              3       -1979.178246    -1.517186
        17           43              3       -1979.178411    -1.517186
        17           44              3       -1979.178574    -1.517186
        17           45              3       -1979.178735    -1.517186
        17           46              3       -1979.178892    -1.517186
        17           47              3       -1979.179048    -1.517186
        17           48              3       -1979.179201    -1.517186
        17           49              3       -1979.179351    -1.517186
        17           50              3       -1979.179499    -1.517186
        17           51              3       -1979.179645    -1.517186
        17           52              3       -1979.179788    -1.517186
        17           53              3       -1979.179930    -1.517186
        17           54              3       -1979.180069    -1.517186
        17           55              3       -1979.180206    -1.517186
        17           56              3       -1979.180341    -1.517186
        17           57              3       -1979.180474    -1.517186
        17           58              3       -1979.180605    -1.517186
        17           59              3       -1979.180734    -1.517186
        17           60              3       -1979.180861    -1.517186
        17           61              3       -1979.180986    -1.517186
        17           62              3       -1979.181110    -1.517186
        17           63              3       -1979.181231    -1.517186
        17           64              3       -1979.181350    -1.517186
        17           65              3       -1979.181468    -1.517186
        17           66              3       -1979.181583    -1.517186
        17           67              3       -1979.181697    -1.517186
        17           68              3       -1979.181809    -1.517186
        17           69              3       -1979.181919    -1.517186
        17           70              3       -1979.182027    -1.517186
        17           71              3       -1979.182134    -1.517186
        17           72              3       -1979.182239    -1.517186
        17           73              3       -1979.182341    -1.517186
        17           74              3       -1979.182443    -1.517186
        17           75              3       -1979.182542    -1.517186
        17           76              3       -1979.182641    -1.517186
        17           77              3       -1979.182737    -1.517186
        17           78              3       -1979.182832    -1.517186
        17           79              3       -1979.182925    -1.517186
        17           80              3       -1979.183016    -1.517186
        17           81              3       -1979.183106    -1.517186
        17           82              3       -1979.183195    -1.517186
        17           83              3       -1979.183282    -1.517186
        17           84              3       -1979.183367    -1.517186
        17           85              3       -1979.183451    -1.517186
        17           86              3       -1979.183534    -1.517186
        17           87              3       -1979.183615    -1.517186
        17           88              3       -1979.183694    -1.517186
        17           89              3       -1979.183772    -1.517186
        17           90              3       -1979.183849    -1.517186
        17           91              3       -1979.183924    -1.517186
        17           92              3       -1979.183999    -1.517186
        17           93              3       -1979.184070    -1.517186
        17           94              3       -1979.184141    -1.517186
        17           95              3       -1979.184210    -1.517186
        17           96              3       -1979.184277    -1.517186
        17           97              3       -1979.184342    -1.517186
        17           98              3       -1979.184407    -1.517186
        17           99              3       -1979.184469    -1.517186
        17          100              3       -1979.184530    -1.517186
        17          101              3       -1979.184589    -1.517186
        17          102              3       -1979.184646    -1.517186
        17          103              3       -1979.184702    -1.517186
        17          104              3       -1979.184756    -1.517186
        17          105              3       -1979.184809    -1.517186
        17          106              3       -1979.184860    -1.517186
        17          107              3       -1979.184910    -1.517186
        17          108              3       -1979.184958    -1.517186
        17          109              3       -1979.185005    -1.517186
        17          110              3       -1979.185051    -1.517186
        17          111              3       -1979.185095    -1.517186
        17          112              3       -1979.185138    -1.517186
        18            0             13       -1979.182737    -0.170433
        18            1             13       -1979.182767    -0.170433
        18            2             13       -1979.182785    -0.170433
        18            3             13       -1979.182801    -0.170433
        18            4             13       -1979.182815    -0.170433
        18            5             13       -1979.182827    -0.170433
        18            6             13       -1979.182838    -0.170433
        18            7             13       -1979.182849    -0.170433
        18            8             13       -1979.182858    -0.170433
        18            9             13       -1979.182867    -0.170433
        18           10             13       -1979.182875    -0.170433
        18           11             13       -1979.182882    -0.170433
        18           12             13       -1979.182890    -0.170433
        18           13             13       -1979.182896    -0.170433
        18           14             13       -1979.182902    -0.170433
        18           15             13       -1979.182908    -0.170433
        18           16             13       -1979.182914    -0.170433
        18           17             13       -1979.182919    -0.170433
        19            0              5       -1979.182826    -1.079622
        19            1              5       -1979.182829    -1.079622
        19            2              5       -1979.182831    -1.079622
        19            3              5       -1979.182833    -1.079622
        19            4              5       -1979.182835    -1.079622
        19            5              5       -1979.182836    -1.079622
        19            6              5       -1979.182838    -1.079622
        19            7              5       -1979.182839    -1.079622
        19            8              5       -1979.182841    -1.079622
        19            9              5       -1979.182842    -1.079622
        19           10              5       -1979.182843    -1.079622
        19           11              5       -1979.182845    -1.079622
        19           12              5       -1979.182846    -1.079622
        19           13              5       -1979.182847    -1.079622
        19           14              5       -1979.182848    -1.079622
        19           15              5       -1979.182848    -1.079622
        19           16              5       -1979.182849    -1.079622
        19           17              5       -1979.182850    -1.079622
        19           18              5       -1979.182851    -1.079622
        19           19              5       -1979.182852    -1.079622
        19           20              5       -1979.182852    -1.079622
        19           21              5       -1979.182853    -1.079622
        19           22              5       -1979.182853    -1.079622
        19           23              5       -1979.182854    -1.079622
        19           24              5       -1979.182854    -1.079622
        19           25              5       -1979.182855    -1.079622
        19           26              5       -1979.182855    -1.079622
        19           27              5       -1979.182856    -1.079622
        19           28              5       -1979.182856    -1.079622
        19           29              5       -1979.182856    -1.079622
        19           30              5       -1979.182857    -1.079622
        19           31              5       -1979.182857    -1.079622
        19           32              5       -1979.182857    -1.079622
        19           33              5       -1979.182858    -1.079622
        19           34              5       -1979.182858    -1.079622
        19           35              5       -1979.182858    -1.079622
        19           36              5       -1979.182858    -1.079622
        19           37              5       -1979.182859    -1.079622
        19           38              5       -1979.182859    -1.079622
        19           39              5       -1979.182859    -1.079622
        20            0              4       -1979.182847   -14.089538
        20            1              4       -1979.186249   -14.089538
        20            2              4       -1979.187810   -14.089538
        20            3              4       -1979.188667   -14.089538
        20            4              4       -1979.189296   -14.089538
        20            5              4       -1979.189795   -14.089538
        20            6              4       -1979.190193   -14.089538
        20            7              4       -1979.190525   -14.089538
        20            8              4       -1979.190801   -14.089538
        20            9              4       -1979.191036   -14.089538
        20           10              4       -1979.191235   -14.089538
        20           11              4       -1979.191408   -14.089538
        20           12              4       -1979.191560   -14.089538
        20           13              4       -1979.191695   -14.089538
        20           14              4       -1979.191816   -14.089538
        20           15              4       -1979.191925   -14.089538
        20           16              4       -1979.192023   -14.089538
        20           17              4       -1979.192113   -14.089538
        20           18              4       -1979.192194   -14.089538
        20           19              4       -1979.192268   -14.089538
        20           20              4       -1979.192336   -14.089538
        20           21              4       -1979.192398   -14.089538
        20           22              4       -1979.192456   -14.089538
        20           23              4       -1979.192508   -14.089538
        20           24              4       -1979.192556   -14.089538
        21            0              9       -1979.191621    -0.519112
        21            1              9       -1979.191657    -0.519112
        21            2              9       -1979.191680    -0.519112
        21            3              9       -1979.191699    -0.519112
        22            0              4       -1979.191451    -1.246552
        22            1              4       -1979.191467    -1.246552
        22            2              4       -1979.191481    -1.246552
        22            3              4       -1979.191494    -1.246552
        22            4              4       -1979.191505    -1.246552
        22            5              4       -1979.191515    -1.246552
        22            6              4       -1979.191524    -1.246552
        22            7              4       -1979.191533    -1.246552
        22            8              4       -1979.191541    -1.246552
        22            9              4       -1979.191548    -1.246552
        22           10              4       -1979.191555    -1.246552
        22           11              4       -1979.191561    -1.246552
        22           12              4       -1979.191567    -1.246552
        22           13              4       -1979.191573    -1.246552
        22           14              4       -1979.191578    -1.246552
        22           15              4       -1979.191583    -1.246552
        22           16              4       -1979.191587    -1.246552
        22           17              4       -1979.191592    -1.246552
        22           18              4       -1979.191596    -1.246552
        22           19              4       -1979.191599    -1.246552
        22           20              4       -1979.191603    -1.246552
        22           21              4       -1979.191606    -1.246552
        22           22              4       -1979.191609    -1.246552
        22           23              4       -1979.191612    -1.246552
        22           24              4       -1979.191615    -1.246552
        22           25              4       -1979.191618    -1.246552
        22           26              4       -1979.191621    -1.246552
        22           27              4       -1979.191623    -1.246552
        22           28              4       -1979.191625    -1.246552
        22           29              4       -1979.191628    -1.246552
        22           30              4       -1979.191630    -1.246552
        22           31              4       -1979.191632    -1.246552
        22           32              4       -1979.191634    -1.246552
        22           33              4       -1979.191635    -1.246552
        22           34              4       -1979.191637    -1.246552
        22           35              4       -1979.191639    -1.246552
        22           36              4       -1979.191640    -1.246552
        22           37              4       -1979.191642    -1.246552
        22           38              4       -1979.191644    -1.246552
        22           39              4       -1979.191645    -1.246552
        22           40              4       -1979.191646    -1.246552
        22           41              4       -1979.191648    -1.246552
        22           42              4       -1979.191649    -1.246552
        22           43              4       -1979.191650    -1.246552
        22           44              4       -1979.191651    -1.246552
        22           45              4       -1979.191653    -1.246552
        22           46              4       -1979.191654    -1.246552
        22           47              4       -1979.191655    -1.246552
        22           48              4       -1979.191656    -1.246552
        22           49              4       -1979.191657    -1.246552
        22           50              4       -1979.191658    -1.246552
        22           51              4       -1979.191659    -1.246552
        22           52              4       -1979.191660    -1.246552
        22           53              4       -1979.191660    -1.246552
        22           54              4       -1979.191661    -1.246552
        22           55              4       -1979.191662    -1.246552
        22           56              4       -1979.191663    -1.246552
        22           57              4       -1979.191664    -1.246552
        22           58              4       -1979.191664    -1.246552
        22           59              4       -1979.191665    -1.246552
        22           60              4       -1979.191666    -1.246552
        22           61              4       -1979.191667    -1.246552
        22           62              4       -1979.191667    -1.246552
        22           63              4       -1979.191668    -1.246552
        22           64              4       -1979.191669    -1.246552
        22           65              4       -1979.191669    -1.246552
        22           66              4       -1979.191670    -1.246552
        22           67              4       -1979.191670    -1.246552
        22           68              4       -1979.191671    -1.246552
        22           69              4       -1979.191672    -1.246552
        22           70              4       -1979.191672    -1.246552
        22           71              4       -1979.191673    -1.246552
        22           72              4       -1979.191673    -1.246552
        22           73              4       -1979.191674    -1.246552
        22           74              4       -1979.191674    -1.246552
        22           75              4       -1979.191675    -1.246552
        22           76              4       -1979.191675    -1.246552
        22           77              4       -1979.191676    -1.246552
        22           78              4       -1979.191676    -1.246552
        22           79              4       -1979.191677    -1.246552
        22           80              4       -1979.191677    -1.246552
        22           81              4       -1979.191678    -1.246552
        22           82              4       -1979.191678    -1.246552
        22           83              4       -1979.191678    -1.246552
        22           84              4       -1979.191679    -1.246552
        22           85              4       -1979.191679    -1.246552
        22           86              4       -1979.191680    -1.246552
        22           87              4       -1979.191680    -1.246552
        22           88              4       -1979.191680    -1.246552
        22           89              4       -1979.191681    -1.246552
        22           90              4       -1979.191681    -1.246552
        22           91              4       -1979.191682    -1.246552
        22           92              4       -1979.191682    -1.246552
        22           93              4       -1979.191682    -1.246552
        22           94              4       -1979.191683    -1.246552
        22           95              4       -1979.191683    -1.246552
        22           96              4       -1979.191683    -1.246552
        22           97              4       -1979.191684    -1.246552
        22           98              4       -1979.191684    -1.246552
        22           99              4       -1979.191684    -1.246552
        22          100              4       -1979.191685    -1.246552
        22          101              4       -1979.191685    -1.246552
        22          102              4       -1979.191685    -1.246552
        22          103              4       -1979.191685    -1.246552
        22          104              4       -1979.191686    -1.246552
        22          105              4       -1979.191686    -1.246552
        22          106              4       -1979.191686    -1.246552
        22          107              4       -1979.191687    -1.246552
        22          108              4       -1979.191687    -1.246552
        22          109              4       -1979.191687    -1.246552
        22          110              4       -1979.191687    -1.246552
        22          111              4       -1979.191688    -1.246552
        22          112              4       -1979.191688    -1.246552
        22          113              4       -1979.191688    -1.246552
        22          114              4       -1979.191688    -1.246552
        22          115              4       -1979.191689    -1.246552
        22          116              4       -1979.191689    -1.246552
        22          117              4       -1979.191689    -1.246552
        22          118              4       -1979.191689    -1.246552
        22          119              4       -1979.191690    -1.246552
        22          120              4       -1979.191690    -1.246552
        22          121              4       -1979.191690    -1.246552
        22          122              4       -1979.191690    -1.246552
        22          123              4       -1979.191691    -1.246552
        22          124              4       -1979.191691    -1.246552
        22          125              4       -1979.191691    -1.246552
        22          126              4       -1979.191691    -1.246552
        22          127              4       -1979.191691    -1.246552
        22          128              4       -1979.191692    -1.246552
        22          129              4       -1979.191692    -1.246552
        22          130              4       -1979.191692    -1.246552
        22          131              4       -1979.191692    -1.246552
        22          132              4       -1979.191692    -1.246552
        22          133              4       -1979.191693    -1.246552
        22          134              4       -1979.191693    -1.246552
        22          135              4       -1979.191693    -1.246552
        22          136              4       -1979.191693    -1.246552
        22          137              4       -1979.191693    -1.246552
-----------------------------------------------------------------------
 State of the saddle   Barrier energy   Reaction energy   Elapsed time
-----------------------------------------------------------------------
           Connected         0.252025          0.243172      54.090641
-----------------------------------------------------------------------
 7_3
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
-----------------------------------------------------------------------
         0            0              0       -1979.443718   ----------
         1            0             15       -1979.405823     0.961353
